45.59,"Klimawandel Energiewende"
41.98,"Klimaschutz Energiewende"
 5.18,"Kosten Energiewende"
 3.61,"Nachhaltigkeit Energiewende"
 1.90,"Naturschutz Energiewende"
 1.08,"Geld Energiewende"
 0.49, 0.13,"Ethik Energiewende"
 0.03,"Umweltgerechtigkeit Energiewende"
