47.99,"Energiespeicher Energiewende"
19.22,"Effizienz Energiewende"
18.67,"Photovoltaik Energiewende"
 6.55,"Biogas Energiewende"
 2.71,"Windenergie Energiewende"
 2.52,"Biomasse Energiewende"
 0.86, 0.65,"Wasserkraft Energiewende"
 0.37,"Pumpspeicherkraftwerk Energiewende"
 0.37,"Geothermie Energiewende"
 0.06,"Energiepflanzen Energiewende"
 0.03,"Suffizienz Energiewende"
