45.25,"Klimawandel Energiewende"
42.64,"Klimaschutz Energiewende"
 5.08,"Kosten Energiewende"
 3.58,"Nachhaltigkeit Energiewende"
 1.89,"Naturschutz Energiewende"
 0.91,"Geld Energiewende"
 0.49,"Biodiversität"
